,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn,%night,%eve,avg duration,Midwest,Noncontinental,Northeast,Northwest,Southeast,Southwest
2568,1,0,0,224.2,81,38.11,243.3,90,20.68,147.8,66,6.65,12.0,8,3.24,3,0,28,38,0.3851779619697709,0.0,0.0,0.0,0.0,1.0,0.0
2569,0,0,0,166.9,98,28.37,221.8,77,18.85,243.9,114,10.98,12.8,4,3.46,3,0,39,27,0.45684476762567183,0.0,0.0,0.0,0.0,1.0,0.0
2570,0,1,43,118.4,100,20.13,144.1,108,12.25,158.1,91,7.11,8.5,6,2.3,1,0,30,36,0.7108892058963385,1.0,0.0,0.0,0.0,0.0,0.0
2571,0,0,0,190.9,62,32.45,226.6,53,19.26,230.1,96,10.35,7.8,3,2.11,2,0,45,25,0.32581840642371834,0.0,1.0,0.0,0.0,0.0,0.0
2572,0,0,0,317.8,60,54.03,152.9,100,13.0,123.4,63,5.55,10.4,7,2.81,1,1,28,45,0.37535768389160074,1.0,0.0,0.0,0.0,0.0,0.0
2573,0,0,0,312.0,112,53.04,180.0,109,15.3,168.6,94,7.59,12.8,4,3.46,1,1,30,35,0.4768392370572207,0.0,0.0,1.0,0.0,0.0,0.0
2574,0,0,0,146.0,121,24.82,203.0,141,17.26,151.8,120,6.83,13.3,2,3.59,1,0,31,37,0.7627795527156549,0.0,0.0,0.0,1.0,0.0,0.0
2575,0,0,0,131.6,95,22.37,179.3,109,15.24,251.2,129,11.3,15.5,3,4.19,1,1,39,33,0.5924212773527843,0.0,0.0,0.0,0.0,1.0,0.0
2576,0,1,33,193.4,105,32.88,231.6,79,19.69,226.2,90,10.18,11.1,11,3.0,2,0,33,29,0.42076167076167076,0.0,0.0,1.0,0.0,0.0,0.0
2577,0,0,0,185.1,92,31.47,213.0,85,18.11,196.1,85,8.82,8.5,5,2.3,2,0,32,32,0.4409289801413665,1.0,0.0,0.0,0.0,0.0,0.0
2578,0,0,0,193.3,106,32.86,169.0,150,14.37,225.2,122,10.13,11.8,4,3.19,0,0,32,40,0.6434042553191489,0.0,0.0,0.0,0.0,1.0,0.0
2579,0,0,0,146.4,107,24.89,196.5,99,16.7,230.1,106,10.35,7.8,2,2.11,1,0,34,32,0.5445026178010471,0.0,0.0,1.0,0.0,0.0,0.0
2580,0,0,0,71.2,90,12.1,304.4,119,25.87,183.3,103,8.25,8.6,4,2.32,0,0,33,38,0.558239398819109,0.0,0.0,0.0,0.0,1.0,0.0
2581,0,0,0,123.2,104,20.94,190.0,117,16.15,170.3,95,7.66,12.9,5,3.48,4,1,30,37,0.6535677352637022,0.0,0.0,1.0,0.0,0.0,0.0
2582,0,0,0,205.0,90,34.85,140.9,114,11.98,272.6,96,12.27,7.5,4,2.03,2,0,32,38,0.4850444624090542,0.0,0.0,0.0,0.0,1.0,0.0
2583,0,0,0,128.7,78,21.88,240.8,133,20.47,237.7,121,10.7,12.8,6,3.46,1,0,36,40,0.5467720685111989,0.0,0.0,0.0,0.0,1.0,0.0
2584,0,0,0,216.9,78,36.87,211.0,115,17.94,179.8,116,8.09,11.4,5,3.08,3,0,38,37,0.5084745762711864,0.0,0.0,0.0,0.0,1.0,0.0
2585,0,0,0,150.0,122,25.5,218.5,116,18.57,212.4,89,9.56,9.8,1,2.65,3,0,27,35,0.5629196075055948,0.0,0.0,1.0,0.0,0.0,0.0
2586,0,0,0,164.1,106,27.9,206.0,56,17.51,194.7,124,8.76,11.4,2,3.08,1,0,43,20,0.5063739376770539,1.0,0.0,0.0,0.0,0.0,0.0
2587,0,0,0,212.0,113,36.04,226.6,128,19.26,193.6,114,8.71,8.9,7,2.4,3,0,32,36,0.561531161024992,0.0,0.0,1.0,0.0,0.0,0.0
2588,0,1,37,167.3,99,28.44,194.7,99,16.55,236.7,112,10.65,12.0,9,3.24,2,0,36,32,0.5177885418406547,1.0,0.0,0.0,0.0,0.0,0.0
2589,0,0,0,154.4,130,26.25,217.2,101,18.46,185.4,52,8.34,13.9,4,3.75,1,0,18,36,0.5080789946140036,0.0,0.0,0.0,1.0,0.0,0.0
2590,0,1,30,177.3,95,30.14,211.8,102,18.0,240.2,108,10.81,9.3,7,2.51,3,0,35,33,0.4846655013507072,1.0,0.0,0.0,0.0,0.0,0.0
2591,0,0,0,231.2,141,39.3,267.8,136,22.76,240.3,100,10.81,8.8,5,2.38,1,1,27,36,0.5099418368727174,1.0,0.0,0.0,0.0,0.0,0.0
2592,0,0,0,202.9,100,34.49,178.6,46,15.18,203.8,116,9.17,12.8,3,3.46,5,0,44,18,0.4476336921236973,0.0,0.0,0.0,0.0,1.0,0.0
2593,0,0,0,149.6,120,25.43,200.7,85,17.06,181.2,107,8.15,14.3,9,3.86,0,0,34,27,0.5870178739416745,0.0,0.0,1.0,0.0,0.0,0.0
2594,1,0,0,345.3,81,58.7,203.4,106,17.29,217.5,107,9.79,11.8,8,3.19,1,1,36,36,0.38371182458888015,1.0,0.0,0.0,0.0,0.0,0.0
2595,0,0,0,264.9,80,45.03,281.2,66,23.9,166.1,80,7.47,8.4,4,2.27,1,1,35,29,0.31732659365346816,0.0,0.0,0.0,0.0,1.0,0.0
2596,0,0,0,122.0,92,20.74,138.3,114,11.76,224.2,128,10.09,5.8,5,1.57,1,0,38,34,0.6893704850361198,0.0,0.0,1.0,0.0,0.0,0.0
2597,0,0,0,177.2,88,30.12,270.4,99,22.98,231.5,90,10.42,14.0,2,3.78,2,0,32,36,0.40789279929318223,1.0,0.0,0.0,0.0,0.0,0.0
2598,0,0,0,133.1,80,22.63,206.5,120,17.55,221.6,96,9.97,10.3,8,2.78,1,0,32,41,0.5274411974340698,0.0,0.0,0.0,0.0,1.0,0.0
2599,0,0,0,225.1,90,38.27,279.5,127,23.76,233.8,103,10.52,8.8,4,2.38,0,1,32,40,0.43336944745395445,0.0,0.0,1.0,0.0,0.0,0.0
2600,0,0,0,208.4,120,35.43,174.4,99,14.82,310.7,105,13.98,11.2,4,3.02,1,0,32,31,0.4671953857245854,0.0,0.0,1.0,0.0,0.0,0.0
2601,0,1,30,173.1,107,29.43,247.2,101,21.01,158.7,104,7.14,11.5,5,3.11,1,0,33,32,0.538860103626943,0.0,0.0,0.0,0.0,1.0,0.0
2602,1,0,0,162.4,131,27.61,167.0,102,14.2,128.9,118,5.8,11.4,2,3.08,2,1,34,29,0.7658738817368537,0.0,0.0,0.0,0.0,1.0,0.0
2603,0,1,13,281.2,93,47.8,178.2,101,15.15,244.2,129,10.99,6.4,5,1.73,2,0,40,31,0.4590676520750427,0.0,0.0,0.0,0.0,1.0,0.0
2604,0,0,0,208.3,89,35.41,169.4,67,14.4,102.0,90,4.59,15.9,4,4.29,3,0,37,27,0.5128205128205128,0.0,0.0,1.0,0.0,0.0,0.0
2605,0,1,38,243.4,126,41.38,273.8,109,23.27,282.9,91,12.73,14.1,8,3.81,2,0,28,33,0.4074490688663917,1.0,0.0,0.0,0.0,0.0,0.0
2606,0,0,0,224.2,89,38.11,314.9,121,26.77,182.9,121,8.23,16.1,3,4.35,1,1,37,37,0.45844875346260394,0.0,0.0,0.0,0.0,1.0,0.0
2607,0,0,0,189.3,100,32.18,239.3,107,20.34,89.7,89,4.04,9.9,3,2.67,3,0,30,36,0.5710978197954851,1.0,0.0,0.0,0.0,0.0,0.0
2608,0,1,46,168.3,124,28.61,270.9,103,23.03,222.5,98,10.01,6.7,2,1.81,4,0,30,32,0.49115913555992136,1.0,0.0,0.0,0.0,0.0,0.0
2609,0,1,24,232.9,90,39.59,152.1,94,12.93,344.3,82,15.49,10.7,6,2.89,1,0,31,35,0.36473330590977654,0.0,0.0,0.0,0.0,0.0,1.0
2610,0,1,37,155.0,98,26.35,142.4,105,12.1,143.7,117,6.47,5.9,4,1.59,1,0,37,33,0.7254590795737929,0.0,0.0,0.0,0.0,1.0,0.0
2611,0,0,0,154.4,130,26.25,203.8,90,17.32,158.7,59,7.14,11.8,3,3.19,0,0,21,32,0.5397562391178177,0.0,0.0,0.0,1.0,0.0,0.0
2612,0,0,0,234.7,102,39.9,195.7,110,16.63,253.4,71,11.4,8.4,8,2.27,2,0,25,39,0.4138637028370869,0.0,0.0,0.0,0.0,1.0,0.0
2613,0,0,0,240.0,88,40.8,141.0,117,11.99,128.9,137,5.8,7.1,9,1.92,1,0,40,34,0.6707197489703863,1.0,0.0,0.0,0.0,0.0,0.0
2614,1,0,0,298.4,78,50.73,270.5,142,22.99,107.3,84,4.83,12.2,2,3.29,0,1,28,47,0.4495711328009465,0.0,0.0,1.0,0.0,0.0,0.0
2615,0,0,0,166.0,102,28.22,236.1,97,20.07,134.3,93,6.04,10.9,4,2.94,1,0,32,33,0.5443698732289335,0.0,0.0,1.0,0.0,0.0,0.0
2616,0,1,33,111.6,140,18.97,213.3,111,18.13,267.6,115,12.04,16.0,3,4.32,0,0,31,30,0.6177215189873417,0.0,0.0,0.0,1.0,0.0,0.0
2617,0,0,0,174.5,98,29.67,180.2,103,15.32,179.0,89,8.06,10.7,2,2.89,2,0,31,36,0.543376428705265,1.0,0.0,0.0,0.0,0.0,0.0
2618,1,1,27,175.5,137,29.84,210.6,60,17.9,294.8,121,13.27,6.9,5,1.86,1,0,38,19,0.4670289322954912,0.0,0.0,1.0,0.0,0.0,0.0
2619,1,1,35,157.5,109,26.78,189.6,67,16.12,227.0,76,10.22,11.1,2,3.0,3,1,30,27,0.4389479184811008,1.0,0.0,0.0,0.0,0.0,0.0
2620,0,0,0,206.2,113,35.05,176.4,102,14.99,297.1,119,13.37,11.0,7,2.97,1,0,36,31,0.49139326173311754,0.0,0.0,0.0,0.0,1.0,0.0
2621,0,1,35,207.5,138,35.28,201.0,116,17.09,164.5,107,7.4,7.5,16,2.03,4,0,30,32,0.6300174520069808,1.0,0.0,0.0,0.0,0.0,0.0
2622,0,1,16,144.8,105,24.62,206.2,111,17.53,255.4,117,11.49,11.6,2,3.13,4,0,35,33,0.5491424802110818,1.0,0.0,0.0,0.0,0.0,0.0
2623,0,0,0,258.8,85,44.0,129.5,114,11.01,193.6,106,8.71,10.9,7,2.94,2,0,35,37,0.5241450421034543,0.0,0.0,0.0,0.0,0.0,1.0
2624,0,0,0,226.9,106,38.57,182.2,77,15.49,203.9,107,9.18,11.6,2,3.13,0,1,37,27,0.4730831973898858,1.0,0.0,0.0,0.0,0.0,0.0
2625,0,0,0,152.9,119,25.99,171.2,107,14.55,257.0,106,11.57,12.0,5,3.24,2,0,32,32,0.5713302357597659,0.0,0.0,0.0,0.0,1.0,0.0
2626,0,1,27,156.7,51,26.64,236.5,118,20.1,123.2,111,5.54,12.6,6,3.4,2,0,40,42,0.5422153369481023,0.0,0.0,0.0,0.0,1.0,0.0
2627,0,0,0,150.8,85,25.64,295.9,88,25.15,247.2,104,11.12,12.5,1,3.38,1,0,38,32,0.3991929672863525,0.0,1.0,0.0,0.0,0.0,0.0
2628,0,0,0,221.0,126,37.57,204.5,110,17.38,118.0,98,5.31,6.8,3,1.84,4,0,29,33,0.6145354185832567,0.0,0.0,0.0,0.0,1.0,0.0
2629,0,1,32,322.4,92,54.81,283.2,107,24.07,209.5,111,9.43,6.7,3,1.81,1,1,36,35,0.38032143295301196,0.0,0.0,1.0,0.0,0.0,0.0
2630,0,0,0,153.6,148,26.11,262.1,87,22.28,225.5,99,10.15,9.8,3,2.65,2,0,30,26,0.5208983156581409,0.0,0.0,0.0,0.0,0.0,1.0
2631,0,1,22,215.1,91,36.57,138.9,102,11.81,146.2,109,6.58,12.4,2,3.35,2,0,36,34,0.6037584966013595,1.0,0.0,0.0,0.0,0.0,0.0
2632,0,1,35,174.4,108,29.65,196.7,100,16.72,127.4,74,5.73,11.8,3,3.19,1,0,26,35,0.5656970912738215,1.0,0.0,0.0,0.0,0.0,0.0
2633,0,0,0,180.5,126,30.69,230.0,98,19.55,232.5,73,10.46,10.6,3,2.86,0,0,25,33,0.4618973561430793,0.0,0.0,1.0,0.0,0.0,0.0
2634,0,0,0,123.1,106,20.93,182.0,102,15.47,244.6,75,11.01,12.6,7,3.4,2,0,27,36,0.5148262688739312,0.0,0.0,0.0,0.0,1.0,0.0
2635,0,0,0,165.7,94,28.17,257.4,80,21.88,170.8,114,7.69,10.0,4,2.7,1,0,40,28,0.4849301229163159,0.0,0.0,0.0,0.0,1.0,0.0
2636,0,0,0,200.2,92,34.03,118.7,87,10.09,236.6,65,10.65,6.0,6,1.62,2,0,27,36,0.43924392439243926,1.0,0.0,0.0,0.0,0.0,0.0
2637,0,0,0,154.8,82,26.32,287.7,109,24.45,208.4,80,9.38,5.9,9,1.59,3,0,30,40,0.41634659701951143,0.0,0.0,0.0,1.0,0.0,0.0
2638,0,0,0,125.4,116,21.32,261.5,95,22.23,241.6,104,10.87,11.4,9,3.08,2,0,33,30,0.5011933174224343,0.0,1.0,0.0,0.0,0.0,0.0
2639,0,1,33,184.2,111,31.31,312.6,89,26.57,264.0,55,11.88,12.2,4,3.29,1,0,22,35,0.3351735015772871,0.0,0.0,0.0,1.0,0.0,0.0
2640,0,1,24,274.7,99,46.7,193.5,118,16.45,299.6,109,13.48,10.8,3,2.92,3,0,33,36,0.4245897369106538,0.0,0.0,0.0,0.0,1.0,0.0
2641,1,1,39,142.0,140,24.14,241.6,89,20.54,302.0,72,13.59,11.3,5,3.05,1,0,24,30,0.43903150525087514,0.0,0.0,1.0,0.0,0.0,0.0
2642,1,1,21,151.5,99,25.76,147.8,89,12.56,210.4,114,9.47,10.0,4,2.7,1,0,38,29,0.5925053953305865,0.0,0.0,0.0,0.0,0.0,1.0
2643,0,0,0,124.8,114,21.22,133.0,121,11.31,160.3,85,7.21,10.6,7,2.86,3,0,27,38,0.765367137048553,1.0,0.0,0.0,0.0,0.0,0.0
2644,0,0,0,179.2,85,30.46,222.9,66,18.95,188.2,113,8.47,12.4,2,3.35,0,0,43,25,0.4472302219210571,0.0,0.0,0.0,0.0,1.0,0.0
2645,1,0,0,246.4,110,41.89,182.0,98,15.47,157.6,106,7.09,12.1,2,3.27,2,1,34,31,0.5358361774744027,1.0,0.0,0.0,0.0,0.0,0.0
2646,0,0,0,232.7,114,39.56,186.4,123,15.84,153.3,122,6.9,11.5,6,3.11,5,0,34,34,0.6271837875611459,0.0,0.0,0.0,0.0,1.0,0.0
2647,0,0,0,288.0,120,48.96,255.8,90,21.74,233.4,99,10.5,13.4,4,3.62,0,1,32,29,0.39758106021616063,0.0,0.0,0.0,0.0,1.0,0.0
2648,0,1,23,170.8,145,29.04,236.7,93,20.12,294.5,100,13.25,12.7,1,3.43,1,0,30,28,0.48148148148148145,0.0,0.0,0.0,0.0,0.0,1.0
2649,0,0,0,216.1,114,36.74,197.5,107,16.79,217.8,104,9.8,9.8,3,2.65,1,0,32,33,0.5147291732657585,1.0,0.0,0.0,0.0,0.0,0.0
2650,0,0,0,138.7,100,23.58,215.4,58,18.31,164.3,98,7.39,4.9,4,1.32,2,0,38,23,0.4938271604938271,0.0,0.0,0.0,1.0,0.0,0.0
2651,0,0,0,210.7,112,35.82,238.7,73,20.29,253.6,90,11.41,9.2,5,2.48,3,0,33,27,0.3911806543385491,0.0,0.0,0.0,0.0,1.0,0.0
2652,0,0,0,181.8,117,30.91,158.1,91,13.44,266.2,123,11.98,9.7,9,2.62,0,0,37,27,0.5461145025573338,0.0,0.0,1.0,0.0,0.0,0.0
2653,0,1,30,61.6,103,10.47,255.1,110,21.68,225.9,96,10.17,12.4,5,3.35,1,0,31,36,0.5694802801326944,0.0,0.0,0.0,0.0,1.0,0.0
2654,0,0,0,207.7,85,35.31,196.7,112,16.72,261.7,83,11.78,6.8,3,1.84,1,0,30,40,0.420357303708152,0.0,0.0,1.0,0.0,0.0,0.0
2655,0,0,0,219.2,73,37.26,167.0,65,14.2,161.4,119,7.26,10.0,5,2.7,1,0,46,25,0.4693206720233747,1.0,0.0,0.0,0.0,0.0,0.0
2656,0,0,0,227.0,122,38.59,258.7,111,21.99,169.7,87,7.64,8.9,1,2.4,2,0,27,35,0.4882514494964907,1.0,0.0,0.0,0.0,0.0,0.0
2657,0,0,0,245.9,73,41.8,240.1,87,20.41,158.7,89,7.14,8.9,5,2.4,3,0,36,35,0.38622615169846436,0.0,0.0,1.0,0.0,0.0,0.0
2658,0,0,0,257.3,84,43.74,184.8,115,15.71,108.9,109,4.9,13.5,7,3.65,0,0,35,37,0.558983666061706,0.0,0.0,1.0,0.0,0.0,0.0
2659,0,0,0,121.1,130,20.59,216.0,86,18.36,235.1,33,10.58,16.1,5,4.35,2,0,13,35,0.43516253058371196,0.0,0.0,0.0,0.0,1.0,0.0
2660,0,0,0,301.5,136,51.26,257.7,72,21.9,132.9,118,5.98,13.4,2,3.62,4,1,36,22,0.47103019794827333,0.0,0.0,1.0,0.0,0.0,0.0
2661,0,0,0,233.9,96,39.76,218.9,111,18.61,182.9,109,8.23,9.5,3,2.57,0,0,34,35,0.4970898222431964,1.0,0.0,0.0,0.0,0.0,0.0
2662,1,0,0,99.6,108,16.93,308.7,102,26.24,161.2,62,7.25,13.7,6,3.7,2,1,23,38,0.47761194029850745,0.0,0.0,0.0,0.0,1.0,0.0
2663,0,0,0,169.8,123,28.87,183.1,94,15.56,395.0,72,17.77,12.7,7,3.43,2,0,25,33,0.3864152961625886,0.0,0.0,0.0,0.0,1.0,0.0
2664,1,1,26,198.8,115,33.8,166.6,67,14.16,198.5,118,8.93,14.4,3,3.89,1,1,39,22,0.5320092214931725,0.0,0.0,0.0,0.0,0.0,1.0
2665,1,0,0,116.2,86,19.75,229.7,127,19.52,204.2,109,9.19,10.1,3,2.73,3,0,34,39,0.5853481185239049,0.0,0.0,0.0,0.0,1.0,0.0
2666,1,0,0,255.9,128,43.5,140.9,92,11.98,308.9,130,13.9,12.1,2,3.27,1,1,37,26,0.49596145670965,0.0,0.0,1.0,0.0,0.0,0.0
2667,0,1,27,187.7,84,31.91,221.0,147,18.79,145.7,110,6.56,10.0,4,2.7,3,0,32,43,0.6150793650793651,0.0,0.0,1.0,0.0,0.0,0.0
2668,0,1,21,195.9,91,33.3,213.9,84,18.18,88.2,111,3.97,8.6,4,2.32,0,0,39,29,0.5742971887550201,1.0,0.0,0.0,0.0,0.0,0.0
2669,0,0,0,129.4,97,22.0,185.4,101,15.76,204.7,106,9.21,1.1,2,0.3,2,0,35,33,0.5851780558229066,0.0,0.0,1.0,0.0,0.0,0.0
2670,0,1,12,221.0,108,37.57,151.0,118,12.84,179.0,80,8.06,9.0,6,2.43,2,0,26,39,0.5553539019963702,0.0,0.0,0.0,1.0,0.0,0.0
2671,0,0,0,140.5,92,23.89,186.8,96,15.88,227.0,89,10.22,9.5,5,2.57,2,0,32,35,0.4997293884178243,0.0,0.0,0.0,0.0,1.0,0.0
2672,1,0,0,277.9,123,47.24,155.8,112,13.24,256.9,71,11.56,9.2,10,2.48,0,1,23,37,0.44309296264118164,0.0,0.0,0.0,0.0,1.0,0.0
2673,0,0,0,224.9,105,38.23,250.0,101,21.25,216.1,73,9.72,6.7,5,1.81,3,1,26,36,0.4037626628075253,1.0,0.0,0.0,0.0,0.0,0.0
2674,0,0,0,109.1,117,18.55,217.4,124,18.48,188.4,141,8.48,12.8,6,3.46,0,0,37,32,0.7418916294426102,1.0,0.0,0.0,0.0,0.0,0.0
2675,0,0,0,207.8,109,35.33,123.5,112,10.5,291.6,115,13.12,5.7,9,1.54,0,0,34,33,0.5394124257505217,0.0,0.0,0.0,1.0,0.0,0.0
2676,0,0,0,205.9,96,35.0,257.1,94,21.85,209.0,63,9.4,12.1,8,3.27,0,0,25,37,0.37648809523809523,0.0,0.0,0.0,0.0,0.0,1.0
2677,0,0,0,308.6,139,52.46,150.8,94,12.82,198.7,66,8.94,7.3,3,1.97,4,1,22,31,0.45433824646710225,1.0,0.0,0.0,0.0,0.0,0.0
2678,0,0,0,242.6,69,41.24,209.0,117,17.77,219.7,82,9.89,14.4,6,3.89,2,0,31,44,0.3992253835840906,0.0,0.0,1.0,0.0,0.0,0.0
2679,0,0,0,229.6,82,39.03,138.1,103,11.74,250.8,109,11.29,3.3,3,0.89,1,0,37,35,0.47534357316087306,0.0,0.0,0.0,1.0,0.0,0.0
2680,0,1,28,166.0,62,28.22,233.9,88,19.88,170.1,84,7.65,7.7,3,2.08,2,0,36,38,0.4105263157894737,1.0,0.0,0.0,0.0,0.0,0.0
2681,0,0,0,144.8,126,24.62,200.6,82,17.05,208.8,81,9.4,13.3,9,3.59,0,1,28,28,0.5214723926380368,0.0,0.0,0.0,0.0,1.0,0.0
2682,1,0,0,106.1,77,18.04,123.5,100,10.5,96.4,92,4.34,12.9,3,3.48,0,0,34,37,0.8251533742331288,0.0,0.0,1.0,0.0,0.0,0.0
2683,0,0,0,221.8,84,37.71,166.0,125,14.11,210.2,72,9.46,13.2,4,3.56,1,0,26,44,0.4698996655518395,0.0,0.0,1.0,0.0,0.0,0.0
2684,0,0,0,204.6,98,34.78,212.5,90,18.06,182.1,95,8.19,9.8,7,2.65,2,0,34,32,0.4722963951935914,0.0,0.0,0.0,1.0,0.0,0.0
2685,0,0,0,213.5,93,36.3,166.6,114,14.16,122.0,78,5.49,14.1,3,3.81,3,0,27,40,0.5676160127464648,0.0,0.0,0.0,1.0,0.0,0.0
2686,0,1,44,152.0,95,25.84,274.9,73,23.37,162.4,121,7.31,10.0,1,2.7,2,0,42,25,0.4904123536399118,0.0,0.0,0.0,0.0,0.0,1.0
2687,1,1,29,260.8,81,44.34,163.7,112,13.91,271.7,117,12.23,17.0,6,4.59,1,1,38,36,0.4452743464521689,1.0,0.0,0.0,0.0,0.0,0.0
2688,0,0,0,166.4,117,28.29,317.0,129,26.95,160.4,121,7.22,10.0,2,2.7,1,0,33,35,0.5700528114321218,0.0,0.0,0.0,0.0,1.0,0.0
2689,0,0,0,177.9,83,30.24,167.3,84,14.22,223.7,142,10.07,15.2,8,4.1,0,0,46,27,0.5431534540341008,1.0,0.0,0.0,0.0,0.0,0.0
2690,0,0,0,235.1,97,39.97,196.8,104,16.73,259.7,110,11.69,7.0,7,1.89,3,0,35,33,0.44968189705031814,0.0,0.0,1.0,0.0,0.0,0.0
2691,0,0,0,186.8,92,31.76,173.7,123,14.76,250.9,131,11.29,9.7,4,2.62,2,0,38,36,0.5659142950605168,0.0,0.0,1.0,0.0,0.0,0.0
2692,1,0,0,268.4,81,45.63,174.4,115,14.82,193.5,96,8.71,11.6,4,3.13,1,0,33,39,0.45890303316045894,1.0,0.0,0.0,0.0,0.0,0.0
2693,0,0,0,192.1,95,32.66,249.8,94,21.23,132.6,100,5.97,7.3,3,1.97,3,0,35,33,0.5030461270670148,0.0,0.0,0.0,0.0,0.0,1.0
2694,0,0,0,240.7,82,40.92,269.4,85,22.9,187.1,74,8.42,10.1,3,2.73,0,1,31,35,0.34566838783706255,1.0,0.0,0.0,0.0,0.0,0.0
2695,0,0,0,179.9,113,30.58,149.8,112,12.73,168.2,79,7.57,9.8,7,2.65,2,0,26,37,0.610564370355493,1.0,0.0,0.0,0.0,0.0,0.0
2696,0,0,0,314.1,86,53.4,222.4,99,18.9,259.0,121,11.66,12.3,5,3.32,3,1,40,32,0.3846637335009428,1.0,0.0,0.0,0.0,0.0,0.0
2697,0,1,41,162.0,82,27.54,324.7,77,27.6,160.1,112,7.2,11.9,5,3.21,0,0,41,28,0.4189857761286333,1.0,0.0,0.0,0.0,0.0,0.0
2698,0,0,0,175.8,89,29.89,274.3,119,23.32,226.6,69,10.2,12.4,4,3.35,1,0,25,43,0.4093394414068272,0.0,0.0,1.0,0.0,0.0,0.0
2699,0,0,0,109.4,91,18.6,207.5,111,17.64,135.0,107,6.08,11.6,5,3.13,0,0,35,36,0.6837795972560301,0.0,0.0,0.0,0.0,1.0,0.0
2700,0,0,0,255.1,124,43.37,230.6,110,19.6,218.0,69,9.81,8.5,5,2.3,3,1,23,36,0.43058121358533463,0.0,0.0,0.0,0.0,1.0,0.0
2701,1,0,0,208.7,84,35.48,173.3,88,14.73,264.7,107,11.91,8.3,3,2.24,3,0,38,32,0.43142106077006337,1.0,0.0,0.0,0.0,0.0,0.0
2702,0,1,20,214.6,108,36.48,96.6,82,8.21,170.7,145,7.68,7.9,5,2.13,1,0,43,24,0.6951649719858892,0.0,0.0,1.0,0.0,0.0,0.0
2703,0,0,0,49.2,121,8.36,143.9,136,12.23,203.0,97,9.14,12.1,13,3.27,1,0,27,38,0.8937137086594293,0.0,0.0,1.0,0.0,0.0,0.0
2704,0,0,0,141.3,133,24.02,134.9,96,11.47,227.5,97,10.24,11.2,3,3.02,2,0,30,29,0.6472106412547151,0.0,0.0,0.0,1.0,0.0,0.0
2705,0,0,0,253.2,89,43.04,237.9,114,20.22,154.3,85,6.94,9.7,7,2.62,4,0,30,40,0.4462348930895568,0.0,1.0,0.0,0.0,0.0,0.0
2706,0,0,0,206.0,128,35.02,198.1,71,16.84,135.9,116,6.12,13.2,3,3.56,0,0,37,23,0.5833333333333334,0.0,0.0,1.0,0.0,0.0,0.0
2707,0,0,0,40.4,105,6.87,172.4,83,14.65,145.1,89,6.53,9.0,2,2.43,2,0,32,30,0.7739592064822577,0.0,0.0,1.0,0.0,0.0,0.0
2708,0,0,0,291.2,104,49.5,234.2,132,19.91,191.7,87,8.63,8.9,3,2.4,1,1,27,41,0.45042532422256315,1.0,0.0,0.0,0.0,0.0,0.0
2709,0,1,31,71.2,58,12.1,124.7,105,10.6,155.5,108,7.0,11.7,3,3.16,0,0,40,39,0.7712009106431418,0.0,0.0,1.0,0.0,0.0,0.0
2710,0,0,0,261.8,69,44.51,245.0,135,20.83,202.1,94,9.09,14.7,4,3.97,0,1,32,45,0.4203695866835943,0.0,0.0,1.0,0.0,0.0,0.0
2711,0,0,0,191.3,134,32.52,261.5,113,22.23,182.3,111,8.2,10.0,3,2.7,1,0,31,32,0.5636907573610455,1.0,0.0,0.0,0.0,0.0,0.0
2712,0,0,0,133.3,101,22.66,255.5,127,21.72,228.6,68,10.29,11.6,2,3.13,0,0,23,43,0.4794298671849692,0.0,0.0,1.0,0.0,0.0,0.0
2713,0,1,24,183.6,138,31.21,203.8,90,17.32,166.9,89,7.51,6.0,3,1.62,2,0,28,28,0.5718924769980156,0.0,0.0,1.0,0.0,0.0,0.0
2714,0,1,30,155.2,116,26.38,195.5,50,16.62,170.1,108,7.65,15.4,6,4.16,1,0,39,18,0.5261136712749617,0.0,0.0,1.0,0.0,0.0,0.0
2715,0,1,28,283.1,93,48.13,185.4,98,15.76,312.8,78,14.08,6.1,8,1.65,1,0,29,36,0.3442979649302445,0.0,0.0,1.0,0.0,0.0,0.0
2716,0,1,50,186.5,94,31.71,178.0,106,15.13,215.6,100,9.7,12.1,4,3.27,2,0,33,35,0.5171522151353215,0.0,0.0,1.0,0.0,0.0,0.0
2717,0,1,38,163.3,104,27.76,136.0,114,11.56,249.1,127,11.21,4.3,6,1.16,0,0,37,33,0.6291028446389497,1.0,0.0,0.0,0.0,0.0,0.0
2718,0,0,0,203.4,125,34.58,182.9,88,15.55,213.7,121,9.62,13.8,2,3.73,1,0,36,26,0.5566666666666666,0.0,0.0,0.0,0.0,1.0,0.0
2719,0,1,19,178.1,110,30.28,212.8,100,18.09,226.3,123,10.18,10.0,6,2.7,1,0,37,30,0.5395333765392093,0.0,0.0,1.0,0.0,0.0,0.0
2720,0,0,0,195.9,103,33.3,89.1,95,7.57,302.2,82,13.6,10.3,3,2.78,1,0,29,34,0.47683923705722064,1.0,0.0,0.0,0.0,0.0,0.0
2721,0,0,0,295.3,127,50.2,127.4,100,10.83,166.8,105,7.51,9.6,6,2.59,1,0,32,30,0.5631891433418151,1.0,0.0,0.0,0.0,0.0,0.0
